page, url, name, description, upload_date, thumbnail_url, embed_url, height, width
https://indiansignlanguage.org/absorption/, https://www.youtube.com/v/c05vX2BcjUs, Absorption, Absorption, 2011-06-24T15:20:33+00:00, https://i.ytimg.com/vi/c05vX2BcjUs/default.jpg, https://www.youtube.com/embed/c05vX2BcjUs, 340, 560
https://indiansignlanguage.org/abstract-of-account/, https://www.youtube.com/v/zU-UAPxXzjU, Abstract Of Account, Abstract Of Account, 2011-07-13T18:02:57+00:00, https://i.ytimg.com/vi/zU-UAPxXzjU/default.jpg, https://www.youtube.com/embed/zU-UAPxXzjU, 340, 560
https://indiansignlanguage.org/acceleration/, https://www.youtube.com/v/56068bo3XzU, Acceleration, Acceleration, 2011-06-24T17:29:44+00:00, https://i.ytimg.com/vi/56068bo3XzU/default.jpg, https://www.youtube.com/embed/56068bo3XzU, 340, 560
https://indiansignlanguage.org/accept/, https://www.youtube.com/v/jNqoK6dGDe4, Accept, Accept, 2011-06-13T13:31:40+00:00, https://i.ytimg.com/vi/jNqoK6dGDe4/default.jpg, https://www.youtube.com/embed/jNqoK6dGDe4, 340, 560
https://indiansignlanguage.org/acceptance/, https://www.youtube.com/v/qh52MLe84Fw, Acceptance, Acceptance, 2011-07-14T10:42:09+00:00, https://i.ytimg.com/vi/qh52MLe84Fw/default.jpg, https://www.youtube.com/embed/qh52MLe84Fw, 340, 560
https://indiansignlanguage.org/acceptance-clean/, https://www.youtube.com/v/xQ24Y6Y7wvE, Acceptance Clean, Acceptance Clean, 2011-07-14T10:07:29+00:00, https://i.ytimg.com/vi/xQ24Y6Y7wvE/default.jpg, https://www.youtube.com/embed/xQ24Y6Y7wvE, 340, 560
https://indiansignlanguage.org/acceptor-for-honour/, https://www.youtube.com/v/gWj11s-_CyE, Acceptor For Honour, Acceptor For Honour, 2011-07-13T17:53:23+00:00, https://i.ytimg.com/vi/gWj11s-_CyE/default.jpg, https://www.youtube.com/embed/gWj11s-_CyE, 340, 560
https://indiansignlanguage.org/access/, https://www.youtube.com/v/U-3Gvctw8Do, Access, Access, 2011-07-13T22:14:18+00:00, https://i.ytimg.com/vi/U-3Gvctw8Do/default.jpg, https://www.youtube.com/embed/U-3Gvctw8Do, 340, 560
https://indiansignlanguage.org/accessories/, https://www.youtube.com/v/MHcb7CiK_IA, Accessories, Accessories, 2011-07-13T21:37:57+00:00, https://i.ytimg.com/vi/MHcb7CiK_IA/default.jpg, https://www.youtube.com/embed/MHcb7CiK_IA, 340, 560
https://indiansignlanguage.org/accident/, https://www.youtube.com/v/uTZVPZYcdw8, Accident, Accident, 2011-06-13T13:07:03+00:00, https://i.ytimg.com/vi/uTZVPZYcdw8/default.jpg, https://www.youtube.com/embed/uTZVPZYcdw8, 340, 560
https://indiansignlanguage.org/accommodation/, https://www.youtube.com/v/0BOyMqB1KUQ, Accommodation, Accommodation, 2011-07-13T21:23:40+00:00, https://i.ytimg.com/vi/0BOyMqB1KUQ/default.jpg, https://www.youtube.com/embed/0BOyMqB1KUQ, 340, 560
https://indiansignlanguage.org/account/, https://www.youtube.com/v/L6opOP8-MB4, Account, Account, 2011-07-13T22:18:38+00:00, https://i.ytimg.com/vi/L6opOP8-MB4/default.jpg, https://www.youtube.com/embed/L6opOP8-MB4, 340, 560
https://indiansignlanguage.org/account-blocked/, https://www.youtube.com/v/k-cDnMe7pp8, Account Blocked, Account Blocked, 2011-07-14T11:39:39+00:00, https://i.ytimg.com/vi/k-cDnMe7pp8/default.jpg, https://www.youtube.com/embed/k-cDnMe7pp8, 340, 560
https://indiansignlanguage.org/account-book/, https://www.youtube.com/v/j6JhN79aivA, Account Book, Account Book, 2011-07-13T22:44:33+00:00, https://i.ytimg.com/vi/j6JhN79aivA/default.jpg, https://www.youtube.com/embed/j6JhN79aivA, 340, 560
https://indiansignlanguage.org/account-branch-adjustment/, https://www.youtube.com/v/vYV4WGuCqZs, Account Branch Adjustment, Account Branch Adjustment, 2011-07-13T18:00:26+00:00, https://i.ytimg.com/vi/vYV4WGuCqZs/default.jpg, https://www.youtube.com/embed/vYV4WGuCqZs, 340, 560
https://indiansignlanguage.org/account-charges/, https://www.youtube.com/v/5dvE8jj59zQ, Account Charges, Account Charges, 2011-07-13T22:30:53+00:00, https://i.ytimg.com/vi/5dvE8jj59zQ/default.jpg, https://www.youtube.com/embed/5dvE8jj59zQ, 340, 560
https://indiansignlanguage.org/account-closed/, https://www.youtube.com/v/7FmS5KzjtL0, Account Closed, Account Closed, 2011-07-14T11:51:17+00:00, https://i.ytimg.com/vi/7FmS5KzjtL0/default.jpg, https://www.youtube.com/embed/7FmS5KzjtL0, 340, 560
https://indiansignlanguage.org/account-closing/, https://www.youtube.com/v/CyY-qOh0k4U, Account Closing, Account Closing, 2011-07-14T11:55:24+00:00, https://i.ytimg.com/vi/CyY-qOh0k4U/default.jpg, https://www.youtube.com/embed/CyY-qOh0k4U, 340, 560
https://indiansignlanguage.org/account-commission/, https://www.youtube.com/v/IeGTCdw-lFQ, Account Commission, Account Commission, 2011-07-13T22:46:52+00:00, https://i.ytimg.com/vi/IeGTCdw-lFQ/default.jpg, https://www.youtube.com/embed/IeGTCdw-lFQ, 340, 560
https://indiansignlanguage.org/account-currency/, https://www.youtube.com/v/TelHvRCbKco, Account Currency, Account Currency, 2011-07-14T09:18:59+00:00, https://i.ytimg.com/vi/TelHvRCbKco/default.jpg, https://www.youtube.com/embed/TelHvRCbKco, 340, 560
https://indiansignlanguage.org/account-current/, https://www.youtube.com/v/GES06kpvMl4, Account Current, Account Current, 2011-07-14T11:41:12+00:00, https://i.ytimg.com/vi/GES06kpvMl4/default.jpg, https://www.youtube.com/embed/GES06kpvMl4, 340, 560
https://indiansignlanguage.org/account-day/, https://www.youtube.com/v/5BwB9bxmvGY, Account Day, Account Day, 2011-07-14T09:40:59+00:00, https://i.ytimg.com/vi/5BwB9bxmvGY/default.jpg, https://www.youtube.com/embed/5BwB9bxmvGY, 340, 560
https://indiansignlanguage.org/account-discount/, https://www.youtube.com/v/bRG0I-FNuII, Account Discount, Account Discount, 2011-07-13T20:21:33+00:00, https://i.ytimg.com/vi/bRG0I-FNuII/default.jpg, https://www.youtube.com/embed/bRG0I-FNuII, 340, 560
https://indiansignlanguage.org/account-govemment/, https://www.youtube.com/v/VKeDxmyvczg, Account Govemment, Account Govemment, 2011-07-13T19:27:39+00:00, https://i.ytimg.com/vi/VKeDxmyvczg/default.jpg, https://www.youtube.com/embed/VKeDxmyvczg, 340, 560
https://indiansignlanguage.org/account-head/, https://www.youtube.com/v/QkIAlWUDxPo, Account Head, Account Head, 2011-07-13T18:40:20+00:00, https://i.ytimg.com/vi/QkIAlWUDxPo/default.jpg, https://www.youtube.com/embed/QkIAlWUDxPo, 340, 560
https://indiansignlanguage.org/account-holder/, https://www.youtube.com/v/rP-VqYz6Lyk, Account Holder, Account Holder, 2011-07-13T20:17:27+00:00, https://i.ytimg.com/vi/rP-VqYz6Lyk/default.jpg, https://www.youtube.com/embed/rP-VqYz6Lyk, 340, 560
https://indiansignlanguage.org/account-inoperative/, https://www.youtube.com/v/xiUZYUTW660, Account Inoperative, Account Inoperative, 2011-07-13T22:32:43+00:00, https://i.ytimg.com/vi/xiUZYUTW660/default.jpg, https://www.youtube.com/embed/xiUZYUTW660, 340, 560
https://indiansignlanguage.org/account-joint/, https://www.youtube.com/v/e0WS9OgJpFs, Account Joint, Account Joint, 2011-07-13T19:56:47+00:00, https://i.ytimg.com/vi/e0WS9OgJpFs/default.jpg, https://www.youtube.com/embed/e0WS9OgJpFs, 340, 560
https://indiansignlanguage.org/account-margin/, https://www.youtube.com/v/kPF8HIor4D0, Account Margin, Account Margin, 2011-07-13T21:05:40+00:00, https://i.ytimg.com/vi/kPF8HIor4D0/default.jpg, https://www.youtube.com/embed/kPF8HIor4D0, 340, 560
https://indiansignlanguage.org/account-minor/, https://www.youtube.com/v/p2fONcgegyM, Account Minor, Account Minor, 2011-07-14T09:46:17+00:00, https://i.ytimg.com/vi/p2fONcgegyM/default.jpg, https://www.youtube.com/embed/p2fONcgegyM, 340, 560
https://indiansignlanguage.org/account-payee-only/, https://www.youtube.com/v/sQwcW3szYW8, Account Payee Only, Account Payee Only, 2011-07-14T09:55:15+00:00, https://i.ytimg.com/vi/sQwcW3szYW8/default.jpg, https://www.youtube.com/embed/sQwcW3szYW8, 340, 560
https://indiansignlanguage.org/account-profit-and-loss/, https://www.youtube.com/v/D6jjiguTEmI, Account Profit And Loss, Account Profit And Loss, 2011-07-14T09:24:18+00:00, https://i.ytimg.com/vi/D6jjiguTEmI/default.jpg, https://www.youtube.com/embed/D6jjiguTEmI, 340, 560
https://indiansignlanguage.org/account-rupee/, https://www.youtube.com/v/yUHZhwPUfRk, Account Rupee, Account Rupee, 2011-07-13T19:48:56+00:00, https://i.ytimg.com/vi/yUHZhwPUfRk/default.jpg, https://www.youtube.com/embed/yUHZhwPUfRk, 340, 560
https://indiansignlanguage.org/account-suit-filed/, https://www.youtube.com/v/JG9WnZMN5ZA, Account Suit Filed, Account Suit Filed, 2011-07-13T21:55:35+00:00, https://i.ytimg.com/vi/JG9WnZMN5ZA/default.jpg, https://www.youtube.com/embed/JG9WnZMN5ZA, 340, 560
https://indiansignlanguage.org/account-suspence/, https://www.youtube.com/v/bDOUOr8c5EM, Account Suspence, Account Suspence, 2011-07-14T10:26:05+00:00, https://i.ytimg.com/vi/bDOUOr8c5EM/default.jpg, https://www.youtube.com/embed/bDOUOr8c5EM, 340, 560
https://indiansignlanguage.org/accumulated/, https://www.youtube.com/v/N4rsVFJsb1Y, Accumulated, Accumulated, 2011-07-13T20:05:45+00:00, https://i.ytimg.com/vi/N4rsVFJsb1Y/default.jpg, https://www.youtube.com/embed/N4rsVFJsb1Y, 340, 560
https://indiansignlanguage.org/accurate/, https://www.youtube.com/v/rJjNfXvVaaY, Accurate, Accurate, 2011-06-24T17:19:21+00:00, https://i.ytimg.com/vi/rJjNfXvVaaY/default.jpg, https://www.youtube.com/embed/rJjNfXvVaaY, 340, 560
https://indiansignlanguage.org/accured/, https://www.youtube.com/v/clxS63kY4zs, Accured, Accured, 2011-07-13T22:45:53+00:00, https://i.ytimg.com/vi/clxS63kY4zs/default.jpg, https://www.youtube.com/embed/clxS63kY4zs, 340, 560
https://indiansignlanguage.org/accuse/, https://www.youtube.com/v/PxXzMm43V0U, Accuse, Accuse, 2011-06-13T13:31:45+00:00, https://i.ytimg.com/vi/PxXzMm43V0U/default.jpg, https://www.youtube.com/embed/PxXzMm43V0U, 340, 560
https://indiansignlanguage.org/acknowledgement/, https://www.youtube.com/v/4ZJOFmnUXOI, Acknowledgement, Acknowledgement, 2011-07-13T21:26:58+00:00, https://i.ytimg.com/vi/4ZJOFmnUXOI/default.jpg, https://www.youtube.com/embed/4ZJOFmnUXOI, 340, 560
https://indiansignlanguage.org/across/, https://www.youtube.com/v/IOz0Yx8IpHU, Across, Across, 2011-06-13T12:51:26+00:00, https://i.ytimg.com/vi/IOz0Yx8IpHU/default.jpg, https://www.youtube.com/embed/IOz0Yx8IpHU, 340, 560
https://indiansignlanguage.org/act/, https://www.youtube.com/v/LLTf0gT5Pdo, Act, Act, 2011-06-13T12:54:30+00:00, https://i.ytimg.com/vi/LLTf0gT5Pdo/default.jpg, https://www.youtube.com/embed/LLTf0gT5Pdo, 340, 560
https://indiansignlanguage.org/acting/, https://www.youtube.com/v/3cluYDK8u08, Acting, Acting, 2011-07-14T10:17:56+00:00, https://i.ytimg.com/vi/3cluYDK8u08/default.jpg, https://www.youtube.com/embed/3cluYDK8u08, 340, 560
https://indiansignlanguage.org/action-2/, https://www.youtube.com/v/nR0rTKA9Ldo, Action, Action, 2011-07-13T18:46:33+00:00, https://i.ytimg.com/vi/nR0rTKA9Ldo/default.jpg, https://www.youtube.com/embed/nR0rTKA9Ldo, 340, 560
https://indiansignlanguage.org/action/, https://www.youtube.com/v/AjWZkexuKVI, Action, Action, 2011-06-24T15:10:28+00:00, https://i.ytimg.com/vi/AjWZkexuKVI/default.jpg, https://www.youtube.com/embed/AjWZkexuKVI, 340, 560
https://indiansignlanguage.org/active/, https://www.youtube.com/v/Ep_W1M6FWe0, Active, Active, 2011-06-13T13:27:32+00:00, https://i.ytimg.com/vi/Ep_W1M6FWe0/default.jpg, https://www.youtube.com/embed/Ep_W1M6FWe0, 340, 560
https://indiansignlanguage.org/actor/, https://www.youtube.com/v/aYbsN9GG3kY, Actor, Actor, 2011-06-13T12:54:35+00:00, https://i.ytimg.com/vi/aYbsN9GG3kY/default.jpg, https://www.youtube.com/embed/aYbsN9GG3kY, 340, 560
https://indiansignlanguage.org/actress/, https://www.youtube.com/v/GQ_gnL7Aymk, Actress, Actress, 2011-06-13T12:54:40+00:00, https://i.ytimg.com/vi/GQ_gnL7Aymk/default.jpg, https://www.youtube.com/embed/GQ_gnL7Aymk, 340, 560
https://indiansignlanguage.org/actual/, https://www.youtube.com/v/ojf8g4q0xvU, Actual, Actual, 2011-07-13T22:34:56+00:00, https://i.ytimg.com/vi/ojf8g4q0xvU/default.jpg, https://www.youtube.com/embed/ojf8g4q0xvU, 340, 560
https://indiansignlanguage.org/add/, https://www.youtube.com/v/B0eoeNCs3RI, Add, Add, 2011-06-13T13:11:41+00:00, https://i.ytimg.com/vi/B0eoeNCs3RI/default.jpg, https://www.youtube.com/embed/B0eoeNCs3RI, 340, 560
https://indiansignlanguage.org/additional/, https://www.youtube.com/v/IQS9ORLYumE, Additional, Additional, 2011-07-14T11:36:39+00:00, https://i.ytimg.com/vi/IQS9ORLYumE/default.jpg, https://www.youtube.com/embed/IQS9ORLYumE, 340, 560
https://indiansignlanguage.org/address-1/, https://www.youtube.com/v/eZg439hkK5I, Address-1, Address-1, 2011-06-13T11:20:45+00:00, https://i.ytimg.com/vi/eZg439hkK5I/default.jpg, https://www.youtube.com/embed/eZg439hkK5I, 340, 560
https://indiansignlanguage.org/adhesive/, https://www.youtube.com/v/iRZbZObhJ9g, Adhesive, Adhesive, 2011-06-24T15:12:08+00:00, https://i.ytimg.com/vi/iRZbZObhJ9g/default.jpg, https://www.youtube.com/embed/iRZbZObhJ9g, 340, 560
https://indiansignlanguage.org/aeroplane/, https://www.youtube.com/v/6M1rP2r672o, Aeroplane, Aeroplane, 2011-06-13T13:02:02+00:00, https://i.ytimg.com/vi/6M1rP2r672o/default.jpg, https://www.youtube.com/embed/6M1rP2r672o, 340, 560
https://indiansignlanguage.org/after/, https://www.youtube.com/v/tTjQsNGEeZ0, After, After, 2011-06-13T12:51:33+00:00, https://i.ytimg.com/vi/tTjQsNGEeZ0/default.jpg, https://www.youtube.com/embed/tTjQsNGEeZ0, 340, 560
https://indiansignlanguage.org/agree/, https://www.youtube.com/v/na-Lq61BD80, Agree, Agree, 2011-06-13T13:32:06+00:00, https://i.ytimg.com/vi/na-Lq61BD80/default.jpg, https://www.youtube.com/embed/na-Lq61BD80, 340, 560
https://indiansignlanguage.org/agreement/, https://www.youtube.com/v/dFstSkKTdJs, Agreement, Agreement, 2011-07-13T20:08:58+00:00, https://i.ytimg.com/vi/dFstSkKTdJs/default.jpg, https://www.youtube.com/embed/dFstSkKTdJs, 340, 560
https://indiansignlanguage.org/agriculture/, https://www.youtube.com/v/5ISUVe2dXX8, Agriculture, Agriculture, 2011-07-13T21:24:08+00:00, https://i.ytimg.com/vi/5ISUVe2dXX8/default.jpg, https://www.youtube.com/embed/5ISUVe2dXX8, 340, 560
https://indiansignlanguage.org/ahemedabad/, https://www.youtube.com/v/AectM0u3HLI, Ahemedabad, Ahemedabad, 2011-06-13T10:57:46+00:00, https://i.ytimg.com/vi/AectM0u3HLI/default.jpg, https://www.youtube.com/embed/AectM0u3HLI, 340, 560
https://indiansignlanguage.org/air-2/, https://www.youtube.com/v/hpWytkH3Oas, Air, Air, 2011-06-24T13:44:42+00:00, https://i.ytimg.com/vi/hpWytkH3Oas/default.jpg, https://www.youtube.com/embed/hpWytkH3Oas, 340, 560
https://indiansignlanguage.org/air/, https://www.youtube.com/v/dp8CmTJwz6g, Air, Air, 2011-06-13T13:15:26+00:00, https://i.ytimg.com/vi/dp8CmTJwz6g/default.jpg, https://www.youtube.com/embed/dp8CmTJwz6g, 340, 560
https://indiansignlanguage.org/air-pollution/, https://www.youtube.com/v/_YZmHbnrcmM, Air Pollution, Air Pollution, 2011-06-24T16:43:50+00:00, https://i.ytimg.com/vi/_YZmHbnrcmM/default.jpg, https://www.youtube.com/embed/_YZmHbnrcmM, 340, 560
https://indiansignlanguage.org/airmail/, https://www.youtube.com/v/gEGlTYbGvLI, Airmail, Airmail, 2011-06-13T13:14:16+00:00, https://i.ytimg.com/vi/gEGlTYbGvLI/default.jpg, https://www.youtube.com/embed/gEGlTYbGvLI, 340, 560
https://indiansignlanguage.org/airport/, https://www.youtube.com/v/t3QUjMIwyxE, Airport, Airport, 2011-06-13T12:48:18+00:00, https://i.ytimg.com/vi/t3QUjMIwyxE/default.jpg, https://www.youtube.com/embed/t3QUjMIwyxE, 340, 560
https://indiansignlanguage.org/alarm-system/, https://www.youtube.com/v/Ok6fbvE1cu0, Alarm System, Alarm System, 2011-07-14T12:09:48+00:00, https://i.ytimg.com/vi/Ok6fbvE1cu0/default.jpg, https://www.youtube.com/embed/Ok6fbvE1cu0, 340, 560
https://indiansignlanguage.org/alive/, https://www.youtube.com/v/DAkf0SjQpuk, Alive, Alive, 2011-06-13T12:15:30+00:00, https://i.ytimg.com/vi/DAkf0SjQpuk/default.jpg, https://www.youtube.com/embed/DAkf0SjQpuk, 340, 560
https://indiansignlanguage.org/all/, https://www.youtube.com/v/by5LPvJU5OY, All, All, 2011-06-12T15:26:14+00:00, https://i.ytimg.com/vi/by5LPvJU5OY/default.jpg, https://www.youtube.com/embed/by5LPvJU5OY, 340, 560
https://indiansignlanguage.org/allah/, https://www.youtube.com/v/I8TH3Ef1yls, Allah, Allah, 2011-06-13T13:03:41+00:00, https://i.ytimg.com/vi/I8TH3Ef1yls/default.jpg, https://www.youtube.com/embed/I8TH3Ef1yls, 340, 560
https://indiansignlanguage.org/allergy/, https://www.youtube.com/v/zYWxTgBpp5o, Allergy, Allergy, 2011-06-13T12:15:35+00:00, https://i.ytimg.com/vi/zYWxTgBpp5o/default.jpg, https://www.youtube.com/embed/zYWxTgBpp5o, 340, 560
https://indiansignlanguage.org/allotment/, https://www.youtube.com/v/IihwJw1jkfA, Allotment, Allotment, 2011-07-13T22:35:25+00:00, https://i.ytimg.com/vi/IihwJw1jkfA/default.jpg, https://www.youtube.com/embed/IihwJw1jkfA, 340, 560
https://indiansignlanguage.org/allow/, https://www.youtube.com/v/59fqI8xBVzw, Allow, Allow, 2011-06-13T13:32:11+00:00, https://i.ytimg.com/vi/59fqI8xBVzw/default.jpg, https://www.youtube.com/embed/59fqI8xBVzw, 340, 560
https://indiansignlanguage.org/allowance/, https://www.youtube.com/v/UfZyeijqQeY, Allowance, Allowance, 2011-07-13T20:13:29+00:00, https://i.ytimg.com/vi/UfZyeijqQeY/default.jpg, https://www.youtube.com/embed/UfZyeijqQeY, 340, 560
https://indiansignlanguage.org/alone/, https://www.youtube.com/v/FCNV_86edvI, Alone, Alone, 2011-06-12T15:26:20+00:00, https://i.ytimg.com/vi/FCNV_86edvI/default.jpg, https://www.youtube.com/embed/FCNV_86edvI, 340, 560
https://indiansignlanguage.org/alternate-current/, https://www.youtube.com/v/55QkR-ok9Wg, Alternate Current, Alternate Current, 2011-06-24T12:19:14+00:00, https://i.ytimg.com/vi/55QkR-ok9Wg/default.jpg, https://www.youtube.com/embed/55QkR-ok9Wg, 340, 560
https://indiansignlanguage.org/alternate-current-2/, https://www.youtube.com/v/LashuTkELEo, Alternate Current, Alternate Current, 2011-06-24T15:26:22+00:00, https://i.ytimg.com/vi/LashuTkELEo/default.jpg, https://www.youtube.com/embed/LashuTkELEo, 340, 560
https://indiansignlanguage.org/altitude/, https://www.youtube.com/v/FnTehW6ik-Y, Altitude, Altitude, 2011-06-24T17:33:12+00:00, https://i.ytimg.com/vi/FnTehW6ik-Y/default.jpg, https://www.youtube.com/embed/FnTehW6ik-Y, 340, 560
https://indiansignlanguage.org/aluminium/, https://www.youtube.com/v/XBDWMGgWI04, Aluminium, Aluminium, 2011-06-13T12:45:29+00:00, https://i.ytimg.com/vi/XBDWMGgWI04/default.jpg, https://www.youtube.com/embed/XBDWMGgWI04, 340, 560
https://indiansignlanguage.org/always/, https://www.youtube.com/v/KBfrB3Kx5Kw, Always, Always, 2011-06-13T12:51:46+00:00, https://i.ytimg.com/vi/KBfrB3Kx5Kw/default.jpg, https://www.youtube.com/embed/KBfrB3Kx5Kw, 340, 560
https://indiansignlanguage.org/amalgamation/, https://www.youtube.com/v/rOjimhh-dqE, Amalgamation, Amalgamation, 2011-07-13T18:56:09+00:00, https://i.ytimg.com/vi/rOjimhh-dqE/default.jpg, https://www.youtube.com/embed/rOjimhh-dqE, 340, 560
https://indiansignlanguage.org/ambulance/, https://www.youtube.com/v/RQEHiQQ25bY, Ambulance, Ambulance, 2011-06-13T12:54:45+00:00, https://i.ytimg.com/vi/RQEHiQQ25bY/default.jpg, https://www.youtube.com/embed/RQEHiQQ25bY, 340, 560
https://indiansignlanguage.org/amendments/, https://www.youtube.com/v/aW1uRjayEEQ, Amendments, Amendments, 2011-07-13T21:33:31+00:00, https://i.ytimg.com/vi/aW1uRjayEEQ/default.jpg, https://www.youtube.com/embed/aW1uRjayEEQ, 340, 560
https://indiansignlanguage.org/ammeter/, https://www.youtube.com/v/MhUpw_qPCHU, Ammeter, Ammeter, 2011-06-24T15:48:56+00:00, https://i.ytimg.com/vi/MhUpw_qPCHU/default.jpg, https://www.youtube.com/embed/MhUpw_qPCHU, 340, 560
https://indiansignlanguage.org/among/, https://www.youtube.com/v/uBtYh10h6RU, Among, Among, 2011-06-13T12:51:51+00:00, https://i.ytimg.com/vi/uBtYh10h6RU/default.jpg, https://www.youtube.com/embed/uBtYh10h6RU, 340, 560
https://indiansignlanguage.org/amount-2/, https://www.youtube.com/v/L3zllm-N0pA, Amount, Amount, 2011-07-13T21:42:20+00:00, https://i.ytimg.com/vi/L3zllm-N0pA/default.jpg, https://www.youtube.com/embed/L3zllm-N0pA, 340, 560
https://indiansignlanguage.org/amount/, https://www.youtube.com/v/2yARXoO8Nrg, Amount, Amount, 2011-06-24T17:37:42+00:00, https://i.ytimg.com/vi/2yARXoO8Nrg/default.jpg, https://www.youtube.com/embed/2yARXoO8Nrg, 340, 560
https://indiansignlanguage.org/ampere/, https://www.youtube.com/v/n3G0WQd5il8, Ampere, Ampere, 2011-06-24T16:54:38+00:00, https://i.ytimg.com/vi/n3G0WQd5il8/default.jpg, https://www.youtube.com/embed/n3G0WQd5il8, 340, 560
https://indiansignlanguage.org/amplitude/, https://www.youtube.com/v/-I0sjwzg0tY, Amplitude, Amplitude, 2011-06-24T13:43:43+00:00, https://i.ytimg.com/vi/-I0sjwzg0tY/default.jpg, https://www.youtube.com/embed/-I0sjwzg0tY, 340, 560
https://indiansignlanguage.org/amritsar/, https://www.youtube.com/v/1DMSk1W0LSY, Amritsar, Amritsar, 2011-06-13T10:57:51+00:00, https://i.ytimg.com/vi/1DMSk1W0LSY/default.jpg, https://www.youtube.com/embed/1DMSk1W0LSY, 340, 560
https://indiansignlanguage.org/an-ant-went-to-a-sugar-hill/, https://www.youtube.com/v/Cm0_rbpUzao, An Ant went to a Sugar Hill, An Ant went to a Sugar Hill, 2013-09-13T12:56:03+00:00, https://i.ytimg.com/vi/Cm0_rbpUzao/default.jpg, https://www.youtube.com/embed/Cm0_rbpUzao, 340, 560
https://indiansignlanguage.org/andhra-pradesh/, https://www.youtube.com/v/Z8s8vMx7whQ, Andhra Pradesh, Andhra Pradesh, 2011-06-13T15:05:54+00:00, https://i.ytimg.com/vi/Z8s8vMx7whQ/default.jpg, https://www.youtube.com/embed/Z8s8vMx7whQ, 340, 560
https://indiansignlanguage.org/angel/, https://www.youtube.com/v/OTtrGki5gQg, Angel, Angel, 2011-06-13T13:03:46+00:00, https://i.ytimg.com/vi/OTtrGki5gQg/default.jpg, https://www.youtube.com/embed/OTtrGki5gQg, 340, 560
https://indiansignlanguage.org/angle-2/, https://www.youtube.com/v/nS9YfFqJct0, Angle, Angle, 2011-06-24T17:32:25+00:00, https://i.ytimg.com/vi/nS9YfFqJct0/default.jpg, https://www.youtube.com/embed/nS9YfFqJct0, 340, 560
https://indiansignlanguage.org/angle/, https://www.youtube.com/v/MBQiG5ZQFQM, Angle, Angle, 2011-06-13T11:00:31+00:00, https://i.ytimg.com/vi/MBQiG5ZQFQM/default.jpg, https://www.youtube.com/embed/MBQiG5ZQFQM, 340, 560
